video,size[kb],exec_time[s],model_load[s]
output8.ts,8307908,165.7910704612732,0.28094053268432617
output1.ts,5095740,169.13468837738037,0.19090485572814941
output7.ts,8027976,169.28956508636475,0.19872522354125977
output23.ts,5042724,169.60948705673218,0.18678951263427734
output22.ts,4866756,168.82212162017822,0.1886599063873291
output29.ts,6691296,169.78129148483276,0.19320273399353027
output24.ts,5454444,171.95215225219727,0.19272446632385254
output12.ts,8384424,167.80964136123657,0.18936610221862793
output28.ts,6103044,191.21289253234863,0.19328975677490234
output18.ts,3497928,166.36812686920166,0.19333314895629883
output20.ts,4647736,182.32892751693726,0.18802571296691895
output17.ts,3526128,168.8704252243042,0.20389032363891602
output27.ts,6162828,167.70257949829102,0.1980588436126709
output19.ts,3990112,169.24468278884888,0.19208550453186035
output21.ts,4236392,166.44691228866577,0.1930680274963379
output10.ts,8562272,169.11282539367676,0.192155122756958
output5.ts,6972920,167.305588722229,0.19852113723754883
output16.ts,4495832,168.97423267364502,0.19820022583007812
output4.ts,5974076,168.3807373046875,0.21128511428833008
output15.ts,10896480,168.4032440185547,0.20030760765075684
output9.ts,8634464,171.54101133346558,0.19308233261108398
output6.ts,7490108,168.89381408691406,0.19081377983093262
output11.ts,8662288,169.75343227386475,0.19718670845031738
output13.ts,10118536,166.23221635818481,0.19465327262878418
output25.ts,5734564,168.3202624320984,0.20281648635864258
output2.ts,5244072,171.02892398834229,0.2519395351409912
output26.ts,5520808,169.0704345703125,0.3238649368286133
output14.ts,10756984,173.56256246566772,0.3810136318206787
