video,size[kb],prediction,probability,exec_time[s],model_load[s]
Aaron_Peirsol-3.jpg,45034,Aaron_Peirsol,0.20777047519339448,375.32423281669617,4.074666500091553
Akiko_Morigami-22.jpg,29784,Akiko_Morigami,0.16214683407918684,315.7038531303406,4.074666500091553
Aaron_Sorkin-4.jpg,387993,Aaron_Sorkin,0.2275918329688834,417.29981565475464,4.074666500091553
Afton_Smith-9.jpg,49480,Afton_Smith,0.12677120562451716,366.6925196647644,4.074666500091553
Abbas_Kiarostami-28.jpg,523775,Abbas_Kiarostami,0.15199956422709762,538.8054530620575,4.074666500091553
Ahmad_Masood-10.jpg,44580,Abdel_Aziz_Al-Hakim,0.28702862579263894,369.30166816711426,4.074666500091553
Akhmed_Zakayev-21.jpg,5418,Akhmed_Zakayev,0.23354605278710108,297.9058473110199,4.074666500091553
Ain_Seppik-13.jpg,6970,Ain_Seppik,0.16277172911882543,307.7985608577728,4.074666500091553
Aidan_Quinn-12.jpg,5784,Aidan_Quinn,0.16000047200537276,300.50241112709045,4.074666500091553
Al_Gore-27.jpg,172473,Al_Gore,0.30764438120777426,375.69265627861023,4.074666500091553
Aitor_Gonzalez-15.jpg,6967,Aitor_Gonzalez,0.2489705650596041,309.80719351768494,4.074666500091553
Abbas_Kiarostami-30.jpg,149355,Abbas_Kiarostami,0.14949084156506803,421.4021918773651,4.074666500091553
Akbar_Al_Baker-19.jpg,12536,Akbar_Al_Baker,0.18245671413037773,306.7969193458557,4.074666500091553
Aishwarya_Rai-14.jpg,96303,Aishwarya_Rai,0.1448834582196711,367.7955832481384,4.074666500091553
Al_Pacino-24.jpg,128278,Adam_Sandler,0.22623839772234444,407.60362577438354,4.074666500091553
Al_Sharpton-25.jpg,6328,Al_Sharpton,0.2699804804432989,307.1987600326538,4.074666500091553
Abbas_Kiarostami-29.jpg,572140,Abbas_Kiarostami,0.14756545539335503,421.9004580974579,4.074666500091553
Abbas_Kiarostami-6.jpg,159770,Abbas_Kiarostami,0.15923906284121442,421.1972141265869,4.074666500091553
Al_Cardenas-23.jpg,122772,Al_Cardenas,0.1920928598290342,308.5941984653473,4.074666500091553
Abba_Eban-5.jpg,218307,Abba_Eban,0.1509380447309525,460.506712436676,4.074666500091553
Aaron_Guiel-2.jpg,15498,Aaron_Guiel,0.17085760096993027,314.59515404701233,4.074666500091553
AJ_Lamas-18.jpg,6402,AJ_Lamas,0.22110954783629452,294.49962162971497,4.074666500091553
Aiysha_Smith-16.jpg,27832,Aiysha_Smith,0.20717968860864935,342.605708360672,4.074666500091553
AJ_Cook-17.jpg,105284,AJ_Cook,0.2106812421105681,348.59194254875183,4.074666500091553
Abdel_Aziz_Al-Hakim-7.jpg,9720,Abdel_Aziz_Al-Hakim,0.23365502054186504,305.0017001628876,4.074666500091553
Ahmed_Chalabi-11.jpg,457248,Ahmed_Chalabi,0.1628718045382435,495.6008040904999,4.074666500091553
Aaron_Eckhart_1.jpg,509543,Aaron_Eckhart,0.18448693915184505,438.9997863769531,4.074666500091553
Adriana_Lima-8.jpg,395918,Adriana_Lima,0.16542112173282753,612.5987794399261,4.074666500091553
Akbar_Hashemi_Rafsanjani-20.jpg,91858,Akbar_Hashemi_Rafsanjani,0.19093736721438975,360.49683141708374,4.074666500091553
Alan_Greenspan-26.jpg,59911,Alan_Greenspan,0.2094601133707535,334.10188031196594,4.074666500091553
