video,size[kb],exec_time[s],model_load[s]
output8.ts,8307908,429.5573115348816,0.37598299980163574
output1.ts,5095740,433.6174249649048,0.2514686584472656
output7.ts,8027976,428.8318634033203,0.4349198341369629
output23.ts,5042724,435.10727882385254,0.26653409004211426
output22.ts,4866756,440.83157777786255,0.2662041187286377
output29.ts,6691296,438.8419985771179,0.2646307945251465
output24.ts,5454444,434.210729598999,0.26084017753601074
output12.ts,8384424,432.17111825942993,0.2818477153778076
output28.ts,6103044,432.9738259315491,0.2829773426055908
output18.ts,3497928,349.02082681655884,0.20510292053222656
output20.ts,4647736,345.4007148742676,0.18558025360107422
output17.ts,3526128,441.35762453079224,0.19452428817749023
output27.ts,6162828,433.32719802856445,0.18896198272705078
output19.ts,3990112,434.356951713562,0.26367926597595215
output21.ts,4236392,437.1764302253723,0.2693748474121094
output10.ts,8562272,439.2870306968689,0.21257853507995605
output5.ts,6972920,438.2726788520813,0.2047288417816162
output16.ts,4495832,434.4996690750122,0.28803420066833496
output4.ts,5974076,432.4470520019531,0.20801925659179688
output15.ts,10896480,434.0058207511902,0.18600249290466309
output9.ts,8634464,435.12048721313477,0.2689826488494873
output6.ts,7490108,433.49093198776245,0.20258522033691406
output11.ts,8662288,435.17249822616577,0.2573063373565674
output13.ts,10118536,339.3894553184509,0.20409059524536133
output25.ts,5734564,342.47446060180664,0.18982243537902832
output2.ts,5244072,345.6880569458008,0.23662304878234863
output26.ts,5520808,342.2918915748596,0.3119990825653076
output14.ts,10756984,437.26534843444824,0.3477816581726074
