video,size[kb],exec_time[s],model_load[s]
output8.ts,8307908,130.3294539451599,0.3823404312133789
output1.ts,5095740,131.78595304489136,0.34226012229919434
output7.ts,8027976,129.51205968856812,0.48237133026123047
output23.ts,5042724,129.98008728027344,0.2830023765563965
output22.ts,4866756,127.45124101638794,0.2871682643890381
output29.ts,6691296,128.25384140014648,0.2990539073944092
output24.ts,5454444,130.49750328063965,0.27474164962768555
output12.ts,8384424,128.8021683692932,0.2853877544403076
output28.ts,6103044,130.23240566253662,0.29735660552978516
output18.ts,3497928,127.94028520584105,0.2659425735473633
output20.ts,4647736,129.23734188079834,0.2859985828399658
output17.ts,3526128,126.16971731185913,0.25767016410827637
output27.ts,6162828,129.12025451660156,0.27280664443969727
output19.ts,3990112,130.1405906677246,0.2787289619445801
output21.ts,4236392,131.6265106201172,0.3304862976074219
output10.ts,8562272,129.28414344787598,0.27679872512817383
output5.ts,6972920,130.2491545677185,0.2757530212402344
output16.ts,4495832,128.4775733947754,0.2905771732330322
output4.ts,5974076,126.70619487762453,0.27536797523498535
output15.ts,10896480,129.3799877166748,0.2958872318267822
output9.ts,8634464,131.49478435516357,0.24361634254455566
output6.ts,7490108,129.31126356124878,0.26688337326049805
output11.ts,8662288,127.33560800552368,0.2704768180847168
output13.ts,10118536,129.8370361328125,0.2968285083770752
output25.ts,5734564,129.08066511154175,0.2505638599395752
output2.ts,5244072,130.0021767616272,0.24489951133728027
output26.ts,5520808,132.32711553573608,0.2708771228790283
output14.ts,10756984,128.93004417419434,0.3072535991668701
