video,size[kb],exec_time[s],model_load[s]
output8.ts,8307908,350.6588101387024,0.2593109607696533
output1.ts,5095740,339.4971013069153,0.1927351951599121
output7.ts,8027976,342.7922248840332,0.39028072357177734
output23.ts,5042724,338.0976915359497,0.19635605812072754
output22.ts,4866756,344.0385699272156,0.18435192108154297
output29.ts,6691296,340.2099013328552,0.18989801406860352
output24.ts,5454444,342.00721979141235,0.18652772903442383
output12.ts,8384424,338.9984369277954,0.18990159034729004
output28.ts,6103044,342.35795736312866,0.1899394989013672
output18.ts,3497928,349.1558909416199,0.1891319751739502
output20.ts,4647736,341.4005994796753,0.20595455169677734
output17.ts,3526128,342.19754934310913,0.19028735160827637
output27.ts,6162828,344.70404386520386,0.1858830451965332
output19.ts,3990112,338.96933794021606,0.19103503227233887
output21.ts,4236392,342.7504777908325,0.19129157066345215
output10.ts,8562272,339.43681716918945,0.19568848609924316
output5.ts,6972920,340.89741706848145,0.1950244903564453
output16.ts,4495832,357.20691680908203,0.18886160850524902
output4.ts,5974076,339.6908640861511,0.19377636909484863
output15.ts,10896480,337.0187282562256,0.19385933876037598
output9.ts,8634464,339.0907049179077,0.1947011947631836
output6.ts,7490108,342.15779304504395,0.1917402744293213
output11.ts,8662288,341.87896251678467,0.1942152976989746
output13.ts,10118536,336.7483377456665,0.19635748863220215
output25.ts,5734564,338.75709772109985,0.19007229804992676
output2.ts,5244072,339.4324541091919,0.19244098663330078
output26.ts,5520808,336.3256096839905,0.24002790451049805
output14.ts,10756984,339.45730924606323,0.30686211585998535
