video,size[kb],prediction,probability,exec_time[s],model_load[s]
Aaron_Peirsol-3.jpg,45034,Aaron_Peirsol,0.21635777447682877,5.837042570114136,4.864594221115112
Akiko_Morigami-22.jpg,29784,Akiko_Morigami,0.16452752214409894,1.0652203559875488,4.864594221115112
Aaron_Sorkin-4.jpg,387993,Aaron_Sorkin,0.22172728026005703,3.0707547664642334,4.864594221115112
Afton_Smith-9.jpg,49480,Afton_Smith,0.13343835639487944,1.4703600406646729,4.864594221115112
Abbas_Kiarostami-28.jpg,523775,Abbas_Kiarostami,0.15621993297129638,2.6327133178710938,4.864594221115112
Ahmad_Masood-10.jpg,44580,Abdel_Aziz_Al-Hakim,0.2920502432171047,1.305046558380127,4.864594221115112
Akhmed_Zakayev-21.jpg,5418,Akhmed_Zakayev,0.23604179178495283,0.8996467590332031,4.864594221115112
Ain_Seppik-13.jpg,6970,Ain_Seppik,0.16895391796575834,0.7766940593719482,4.864594221115112
Aidan_Quinn-12.jpg,5784,Aidan_Quinn,0.16393149872814702,0.842440128326416,4.864594221115112
Al_Gore-27.jpg,172473,Al_Gore,0.2934941244134656,1.974787712097168,4.864594221115112
Aitor_Gonzalez-15.jpg,6967,Aitor_Gonzalez,0.24957352898030932,0.5066030025482178,4.864594221115112
Abbas_Kiarostami-30.jpg,149355,Abbas_Kiarostami,0.1520316335481886,2.3102471828460693,4.864594221115112
Akbar_Al_Baker-19.jpg,12536,Akbar_Al_Baker,0.18347699428088307,0.6251523494720459,4.864594221115112
Aishwarya_Rai-14.jpg,96303,Aishwarya_Rai,0.15745004959078218,1.1389622688293457,4.864594221115112
Al_Pacino-24.jpg,128278,Adam_Sandler,0.20825001759132655,1.753450632095337,4.864594221115112
Al_Sharpton-25.jpg,6328,Al_Sharpton,0.25122769952168694,1.1644325256347656,4.864594221115112
Abbas_Kiarostami-29.jpg,572140,Abbas_Kiarostami,0.15114152456487093,2.525637149810791,4.864594221115112
Abbas_Kiarostami-6.jpg,159770,Abbas_Kiarostami,0.16129465005154192,1.8156156539916992,4.864594221115112
Al_Cardenas-23.jpg,122772,Al_Cardenas,0.19107571812580615,0.8338260650634766,4.864594221115112
Abba_Eban-5.jpg,218307,Abba_Eban,0.15393958246145023,1.4998371601104736,4.864594221115112
Aaron_Guiel-2.jpg,15498,Aaron_Guiel,0.17526766999620927,0.8679885864257812,4.864594221115112
AJ_Lamas-18.jpg,6402,AJ_Lamas,0.22810287480663247,0.5421550273895264,4.864594221115112
Aiysha_Smith-16.jpg,27832,Aiysha_Smith,0.21184460703740005,1.0149760246276855,4.864594221115112
AJ_Cook-17.jpg,105284,AJ_Cook,0.21008334027516315,1.350599765777588,4.864594221115112
Abdel_Aziz_Al-Hakim-7.jpg,9720,Abdel_Aziz_Al-Hakim,0.24051771135346686,0.5773606300354004,4.864594221115112
Ahmed_Chalabi-11.jpg,457248,Ahmed_Chalabi,0.1528374299263606,1.5257058143615723,4.864594221115112
Aaron_Eckhart_1.jpg,509543,Aaron_Eckhart,0.18438376002135223,3.427737236022949,4.864594221115112
Adriana_Lima-8.jpg,395918,Adriana_Lima,0.16547165054371854,2.6027262210845947,4.864594221115112
Akbar_Hashemi_Rafsanjani-20.jpg,91858,Akbar_Hashemi_Rafsanjani,0.19718118179055805,1.2142527103424072,4.864594221115112
Alan_Greenspan-26.jpg,59911,Alan_Greenspan,0.17386215057441884,1.0679638385772705,4.864594221115112
