video,size[kb],prediction,probability,exec_time[s],model_load[s]
Aaron_Peirsol-3.jpg,45034,Aaron_Peirsol,0.20848071837656232,5.883027076721191,4.901526927947998
Akiko_Morigami-22.jpg,29784,Akiko_Morigami,0.15870767935742242,1.0836455821990967,4.901526927947998
Aaron_Sorkin-4.jpg,387993,Aaron_Sorkin,0.22093571703507459,3.0747292041778564,4.901526927947998
Afton_Smith-9.jpg,49480,Afton_Smith,0.12491783678499994,1.4797003269195557,4.901526927947998
Abbas_Kiarostami-28.jpg,523775,Abbas_Kiarostami,0.15658399975682782,2.6427323818206787,4.901526927947998
Ahmad_Masood-10.jpg,44580,Abdel_Aziz_Al-Hakim,0.2803083668975123,1.3195173740386963,4.901526927947998
Akhmed_Zakayev-21.jpg,5418,Akhmed_Zakayev,0.2285796795974974,0.9095048904418945,4.901526927947998
Ain_Seppik-13.jpg,6970,Ain_Seppik,0.15989658358950673,0.7881450653076172,4.901526927947998
Aidan_Quinn-12.jpg,5784,Aidan_Quinn,0.1631062776119984,0.8447239398956299,4.901526927947998
Al_Gore-27.jpg,172473,Al_Gore,0.3121133644808402,1.9513707160949707,4.901526927947998
Aitor_Gonzalez-15.jpg,6967,Aitor_Gonzalez,0.24026620486733632,0.4929020404815674,4.901526927947998
Abbas_Kiarostami-30.jpg,149355,Abbas_Kiarostami,0.1535706508233635,2.308983564376831,4.901526927947998
Akbar_Al_Baker-19.jpg,12536,Akbar_Al_Baker,0.17377575278533486,0.6341841220855713,4.901526927947998
Aishwarya_Rai-14.jpg,96303,Aishwarya_Rai,0.13174063526464316,1.11903977394104,4.901526927947998
Al_Pacino-24.jpg,128278,Adam_Sandler,0.20601409073242555,1.7262728214263916,4.901526927947998
Al_Sharpton-25.jpg,6328,Al_Sharpton,0.30091634661176053,1.1624128818511963,4.901526927947998
Abbas_Kiarostami-29.jpg,572140,Abbas_Kiarostami,0.148578806424461,2.4960880279541016,4.901526927947998
Abbas_Kiarostami-6.jpg,159770,Abbas_Kiarostami,0.15876774948205558,1.8282487392425537,4.901526927947998
Al_Cardenas-23.jpg,122772,Al_Cardenas,0.18368761416737836,0.8255112171173096,4.901526927947998
Abba_Eban-5.jpg,218307,Abba_Eban,0.15079842910960525,1.5151183605194092,4.901526927947998
Aaron_Guiel-2.jpg,15498,Aaron_Guiel,0.16240254914333832,0.8705403804779053,4.901526927947998
AJ_Lamas-18.jpg,6402,AJ_Lamas,0.22292855930686373,0.5540807247161865,4.901526927947998
Aiysha_Smith-16.jpg,27832,Aiysha_Smith,0.195954559608562,1.0285935401916504,4.901526927947998
AJ_Cook-17.jpg,105284,AJ_Cook,0.2076392715558483,1.34153151512146,4.901526927947998
Abdel_Aziz_Al-Hakim-7.jpg,9720,Abdel_Aziz_Al-Hakim,0.23536806186157558,0.5810039043426514,4.901526927947998
Ahmed_Chalabi-11.jpg,457248,Ahmed_Chalabi,0.1579137326087599,1.495877742767334,4.901526927947998
Aaron_Eckhart_1.jpg,509543,Aaron_Eckhart,0.17891583680146272,3.386695623397827,4.901526927947998
Adriana_Lima-8.jpg,395918,Adriana_Lima,0.1655020041237287,2.636970043182373,4.901526927947998
Akbar_Hashemi_Rafsanjani-20.jpg,91858,Akbar_Hashemi_Rafsanjani,0.191338408306976,1.1891334056854248,4.901526927947998
Alan_Greenspan-26.jpg,59911,Alan_Greenspan,0.19281685178526647,1.073089361190796,4.901526927947998
