video,size[kb],prediction,probability,exec_time[s],model_load[s]
Aaron_Peirsol-3.jpg,45034,Aaron_Peirsol,0.21134030259318437,12.852624416351318,4.467883348464966
Akiko_Morigami-22.jpg,29784,Akiko_Morigami,0.1629243706534989,1.168499231338501,4.467883348464966
Aaron_Sorkin-4.jpg,387993,Aaron_Sorkin,0.21738749915095537,2.517376184463501,4.467883348464966
Afton_Smith-9.jpg,49480,Afton_Smith,0.13082225850007925,1.3788337707519531,4.467883348464966
Abbas_Kiarostami-28.jpg,523775,Abbas_Kiarostami,0.15604715412184753,2.4103167057037354,4.467883348464966
Ahmad_Masood-10.jpg,44580,Abdel_Aziz_Al-Hakim,0.2825315120350054,1.2718925476074219,4.467883348464966
Akhmed_Zakayev-21.jpg,5418,Akhmed_Zakayev,0.23573975976063194,1.0174169540405273,4.467883348464966
Ain_Seppik-13.jpg,6970,Ain_Seppik,0.16474829182242529,0.9872491359710693,4.467883348464966
Aidan_Quinn-12.jpg,5784,Aidan_Quinn,0.15367766053226403,1.0035226345062256,4.467883348464966
Al_Gore-27.jpg,172473,Al_Gore,0.27552229612949214,1.6093394756317139,4.467883348464966
Aitor_Gonzalez-15.jpg,6967,Aitor_Gonzalez,0.2500430632189385,1.023805856704712,4.467883348464966
Abbas_Kiarostami-30.jpg,149355,Abbas_Kiarostami,0.16256921423581827,2.0460808277130127,4.467883348464966
Akbar_Al_Baker-19.jpg,12536,Akbar_Al_Baker,0.17455421052889591,1.244478464126587,4.467883348464966
Aishwarya_Rai-14.jpg,96303,Aishwarya_Rai,0.1355578800961226,1.3031973838806152,4.467883348464966
Al_Pacino-24.jpg,128278,Adam_Sandler,0.20739794427697902,2.002117156982422,4.467883348464966
Al_Sharpton-25.jpg,6328,Al_Sharpton,0.329448013900422,1.4556727409362793,4.467883348464966
Abbas_Kiarostami-29.jpg,572140,Abbas_Kiarostami,0.15115507348022,2.0191259384155273,4.467883348464966
Abbas_Kiarostami-6.jpg,159770,Abbas_Kiarostami,0.16342372499376195,1.6235291957855225,4.467883348464966
Al_Cardenas-23.jpg,122772,Al_Cardenas,0.1867849839348313,1.257190465927124,4.467883348464966
Abba_Eban-5.jpg,218307,Abba_Eban,0.15169322418301465,1.6556956768035889,4.467883348464966
Aaron_Guiel-2.jpg,15498,Aaron_Guiel,0.17663853848373037,1.1492578983306885,4.467883348464966
AJ_Lamas-18.jpg,6402,AJ_Lamas,0.22644683997669257,1.1039493083953857,4.467883348464966
Aiysha_Smith-16.jpg,27832,Aiysha_Smith,0.19555169605874767,1.3893227577209473,4.467883348464966
AJ_Cook-17.jpg,105284,AJ_Cook,0.20384019118550334,1.3850171566009521,4.467883348464966
Abdel_Aziz_Al-Hakim-7.jpg,9720,Abdel_Aziz_Al-Hakim,0.2350205867847175,1.1075310707092285,4.467883348464966
Ahmed_Chalabi-11.jpg,457248,Ahmed_Chalabi,0.1819667936896033,2.155510663986206,4.467883348464966
Aaron_Eckhart_1.jpg,509543,Aaron_Eckhart,0.1799766427584847,2.7449791431427,4.467883348464966
Adriana_Lima-8.jpg,395918,Adriana_Lima,0.1597355406385234,2.4345784187316895,4.467883348464966
Akbar_Hashemi_Rafsanjani-20.jpg,91858,Akbar_Hashemi_Rafsanjani,0.19860414259540363,1.289827823638916,4.467883348464966
Alan_Greenspan-26.jpg,59911,Alan_Greenspan,0.21085190318349498,1.1297361850738525,4.467883348464966
