video,size[kb],exec_time[s],model_load[s]
output8.ts,8307908,200.31046867370605,0.2890009880065918
output1.ts,5095740,199.9955177307129,0.2528674602508545
output7.ts,8027976,203.31039428710938,0.20566248893737793
output23.ts,5042724,204.77741956710815,0.2617943286895752
output22.ts,4866756,196.5834617614746,0.24842333793640137
output29.ts,6691296,200.18742084503174,0.2165846824645996
output24.ts,5454444,199.7389554977417,0.24413847923278809
output12.ts,8384424,199.1333246231079,0.2016277313232422
output28.ts,6103044,198.01665544509888,0.1925821304321289
output18.ts,3497928,199.11603927612305,0.23946380615234375
output20.ts,4647736,198.32992553710938,0.2079300880432129
output17.ts,3526128,200.08999109268188,0.19352221488952637
output27.ts,6162828,196.9147801399231,0.2441418170928955
output19.ts,3990112,198.55122566223145,0.2506141662597656
output21.ts,4236392,201.37821435928345,0.254746675491333
output10.ts,8562272,199.0381121635437,0.24650192260742188
output5.ts,6972920,198.51508140563965,0.20710015296936035
output16.ts,4495832,199.02900457382202,0.25286006927490234
output4.ts,5974076,199.47304725646973,0.2532379627227783
output15.ts,10896480,198.7386703491211,0.25431251525878906
output9.ts,8634464,202.4787187576294,0.19916081428527832
output6.ts,7490108,200.58519840240479,0.2510080337524414
output11.ts,8662288,201.24030113220215,0.24801373481750488
output13.ts,10118536,202.0776629447937,0.2512965202331543
output25.ts,5734564,198.75130653381348,0.24765992164611816
output2.ts,5244072,203.25708389282227,0.20798444747924805
output26.ts,5520808,198.8765001296997,0.1897592544555664
output14.ts,10756984,201.54812335968018,0.2419729232788086
