video,size[kb],exec_time[s],model_load[s]
output17.ts,3526128,207.1058988571167,0.21570038795471191
output15.ts,10896480,180.3868055343628,0.1912374496459961
output23.ts,5042724,205.80884218215942,0.20396137237548828
output26.ts,5520808,176.70221328735352,0.20558714866638184
output28.ts,6103044,177.15108394622803,0.1976020336151123
output21.ts,4236392,174.23588037490845,0.6251215934753418
output12.ts,8384424,190.37377834320068,0.21280193328857422
output1.ts,5095740,180.39203882217407,0.20901131629943848
output13.ts,10118536,178.7806510925293,0.19937396049499512
output22.ts,4866756,176.01569890975952,0.1938645839691162
output10.ts,8562272,175.05487203598022,0.2063305377960205
output2.ts,5244072,198.024582862854,0.19475817680358887
output5.ts,6972920,177.0482301712036,0.19894170761108398
output9.ts,8634464,179.8429250717163,0.2076096534729004
output18.ts,3497928,177.26073265075684,0.22130417823791504
output27.ts,6162828,177.38242149353027,0.19441533088684082
output8.ts,8307908,175.0481367111206,0.19839191436767578
output25.ts,5734564,176.20863914489746,0.19510746002197266
output29.ts,6691296,175.128972530365,0.20244789123535156
output11.ts,8662288,176.23331546783447,1.4718422889709473
output20.ts,4647736,173.74457120895386,0.1957688331604004
output24.ts,5454444,176.93707942962646,0.19928979873657227
output7.ts,8027976,178.6059856414795,0.1994006633758545
output4.ts,5974076,175.10123252868652,0.1992802619934082
output14.ts,10756984,173.3976125717163,0.20065712928771973
output16.ts,4495832,175.24163722991943,0.2302112579345703
output19.ts,3990112,173.7339973449707,0.1931629180908203
output6.ts,7490108,172.76630401611328,0.20879817008972168
