video,size[kb],exec_time[s],model_load[s]
output8.ts,8307908,132.76575803756714,0.40882301330566406
output1.ts,5095740,130.02679347991943,0.3517613410949707
output7.ts,8027976,133.64499807357788,0.27314186096191406
output23.ts,5042724,131.89352750778198,0.26972317695617676
output22.ts,4866756,132.7258586883545,0.2787051200866699
output29.ts,6691296,130.82305192947388,0.2919647693634033
output24.ts,5454444,130.8913230895996,0.2836644649505615
output12.ts,8384424,134.3852996826172,0.2878575325012207
output28.ts,6103044,133.1676721572876,0.28601598739624023
output18.ts,3497928,130.08955717086792,0.2615959644317627
output20.ts,4647736,133.587646484375,0.274399995803833
output17.ts,3526128,129.89490032196045,0.2911045551300049
output27.ts,6162828,134.38055515289307,0.31002259254455566
output19.ts,3990112,133.12225341796875,0.2570791244506836
output21.ts,4236392,131.95486068725586,0.2826650142669678
output10.ts,8562272,132.1069598197937,0.31041669845581055
output5.ts,6972920,130.54362535476685,0.24732565879821777
output16.ts,4495832,128.99761199951172,0.26384806632995605
output4.ts,5974076,133.43846797943115,0.3122889995574951
output15.ts,10896480,130.5493712425232,0.32672643661499023
output9.ts,8634464,131.99952840805054,0.24258208274841309
output6.ts,7490108,132.37959146499634,0.2662789821624756
output11.ts,8662288,132.93447494506836,0.29285550117492676
output13.ts,10118536,130.73265552520752,0.3213667869567871
output25.ts,5734564,133.26224088668823,0.24976086616516113
output2.ts,5244072,131.44116401672363,0.2528502941131592
output26.ts,5520808,131.36237859725952,0.2725808620452881
output14.ts,10756984,131.9341540336609,0.3144505023956299
