video,size[kb],prediction,probability,exec_time[s],model_load[s]
Aiysha_Smith-16.jpg,27832,Aiysha_Smith,0.20713574315236385,5.98090124130249,4.82854437828064
Abbas_Kiarostami-6.jpg,159770,Abbas_Kiarostami,0.16162322916843147,1.7960741519927979,4.82854437828064
AJ_Cook-17.jpg,105284,AJ_Cook,0.21835835112190088,1.5331394672393799,4.82854437828064
Akiko_Morigami-22.jpg,29784,Akiko_Morigami,0.16362643324101384,1.0207786560058594,4.82854437828064
Ahmed_Chalabi-11.jpg,457248,Ahmed_Chalabi,0.15524915317913315,2.452611207962036,4.82854437828064
Al_Sharpton-25.jpg,6328,Al_Sharpton,0.25143894048734544,0.8785898685455322,4.82854437828064
Al_Cardenas-23.jpg,122772,Al_Cardenas,0.1988059864723157,0.8935363292694092,4.82854437828064
Aaron_Eckhart_1.jpg,509543,Aaron_Eckhart,0.186132876742753,3.0436203479766846,4.82854437828064
Aidan_Quinn-12.jpg,5784,Aidan_Quinn,0.16748774985566914,0.7391238212585449,4.82854437828064
Aaron_Sorkin-4.jpg,387993,Aaron_Sorkin,0.21327017669836773,2.751561164855957,4.82854437828064
Akbar_Hashemi_Rafsanjani-20.jpg,91858,Akbar_Hashemi_Rafsanjani,0.2103818903439108,1.1677658557891846,4.82854437828064
Al_Pacino-24.jpg,128278,Adam_Sandler,0.2511846477089991,1.4800724983215332,4.82854437828064
Al_Gore-27.jpg,172473,Al_Gore,0.3512167821173753,1.8937852382659912,4.82854437828064
Adriana_Lima-8.jpg,395918,Adriana_Lima,0.1703956492192633,2.4811387062072754,4.82854437828064
Aishwarya_Rai-14.jpg,96303,Aishwarya_Rai,0.14763718415439497,1.0485734939575195,4.82854437828064
Ahmad_Masood-10.jpg,44580,Abdel_Aziz_Al-Hakim,0.29530501990812136,1.430680513381958,4.82854437828064
Abdel_Aziz_Al-Hakim-7.jpg,9720,Abdel_Aziz_Al-Hakim,0.25249156248902116,0.5830123424530029,4.82854437828064
Akhmed_Zakayev-21.jpg,5418,Akhmed_Zakayev,0.2517830665505983,0.872368335723877,4.82854437828064
Abbas_Kiarostami-29.jpg,572140,Abbas_Kiarostami,0.15801771999917008,2.4038796424865723,4.82854437828064
Abbas_Kiarostami-30.jpg,149355,Abbas_Kiarostami,0.15664863152795003,2.1239609718322754,4.82854437828064
Ain_Seppik-13.jpg,6970,Ain_Seppik,0.16222667950521522,0.8002920150756836,4.82854437828064
Abba_Eban-5.jpg,218307,Abba_Eban,0.15805094802222677,1.4215128421783447,4.82854437828064
Abbas_Kiarostami-28.jpg,523775,Abbas_Kiarostami,0.16358719617273412,1.4844861030578613,4.82854437828064
AJ_Lamas-18.jpg,6402,AJ_Lamas,0.22789089579080749,0.5144054889678955,4.82854437828064
Aaron_Guiel-2.jpg,15498,Aaron_Guiel,0.17989297671705404,0.8075296878814697,4.82854437828064
Alan_Greenspan-26.jpg,59911,Alan_Greenspan,0.17689045591992242,1.0295593738555908,4.82854437828064
Aitor_Gonzalez-15.jpg,6967,Aitor_Gonzalez,0.2446847660804541,0.7311446666717529,4.82854437828064
Aaron_Peirsol-3.jpg,45034,Aaron_Peirsol,0.2163066608471021,1.005629062652588,4.82854437828064
Afton_Smith-9.jpg,49480,Afton_Smith,0.1469689815826711,1.3494765758514404,4.82854437828064
Akbar_Al_Baker-19.jpg,12536,Akbar_Al_Baker,0.18726994918684406,0.6119637489318848,4.82854437828064
