video,size[kb],exec_time[s],model_load[s]
output17.ts,3526128,126.45593881607056,0.32047176361083984
output15.ts,10896480,124.07091856002808,0.30900049209594727
output23.ts,5042724,124.45374727249146,0.2785451412200928
output26.ts,5520808,125.4022240638733,0.29975032806396484
output28.ts,6103044,124.29704666137695,0.2781503200531006
output21.ts,4236392,124.17527437210083,0.6887257099151611
output12.ts,8384424,124.90291595458984,0.2980074882507324
output1.ts,5095740,124.72925186157227,0.27101922035217285
output13.ts,10118536,126.94793939590454,0.2755115032196045
output22.ts,4866756,127.0400881767273,0.3045518398284912
output10.ts,8562272,123.94229173660278,0.2950718402862549
output2.ts,5244072,124.42008256912231,0.255828857421875
output5.ts,6972920,123.7418532371521,0.2718939781188965
output9.ts,8634464,123.88253211975098,0.3054239749908447
output18.ts,3497928,124.26804304122925,0.29162025451660156
output27.ts,6162828,124.35601949691772,0.2536284923553467
output8.ts,8307908,124.28145408630371,0.2637627124786377
output25.ts,5734564,124.57152605056763,0.30808043479919434
output29.ts,6691296,125.33978223800659,0.31373047828674316
output11.ts,8662288,125.0549077987671,1.4777195453643799
output20.ts,4647736,125.10811090469359,0.26554441452026367
output24.ts,5454444,123.89998435974121,0.2909886837005615
output7.ts,8027976,125.52369832992555,0.2686443328857422
output4.ts,5974076,124.80655908584595,0.268812894821167
output14.ts,10756984,126.75979137420654,0.2622087001800537
output16.ts,4495832,123.18670749664307,0.2570178508758545
output19.ts,3990112,126.06292963027954,0.27482080459594727
output6.ts,7490108,124.35131072998047,0.2725820541381836
